"number","ja","en","de","fr","ko","zh-cn","zh-tw"
"640","ビリジオン","virizion","viridium","viridium","비리디온","毕力吉翁","畢力吉翁"
"641","トルネロス","tornadus","boreos","boréas","토네로스","龙卷云","龍捲雲"
"642","ボルトロス","thundurus","voltolos","fulguris","볼트로스","雷电云","雷電雲"
"643","レシラム","reshiram","reshiram","reshiram","레시라무","莱希拉姆","萊希拉姆"
"644","ゼクロム","zekrom","zekrom","zekrom","제크로무","捷克罗姆","捷克羅姆"
"645","ランドロス","landorus","demeteros","démétéros","랜드로스","土地云","土地雲"
"646","キュレム","kyurem","kyurem","kyurem","큐레무","酋雷姆","酋雷姆"
"647","ケルディオ","keldeo","keldeo","keldeo","케르디오","凯路迪欧","凱路迪歐"
"648","メロエッタ","meloetta","meloetta","meloetta","메로엣타","美洛耶塔","美洛耶塔"
"649","ゲノセクト","genesect","genesect","genesect","게노세크트","盖诺赛克特","蓋諾賽克特"
"650","ハリマロン","chespin","igamaro","marisson","도치마론","哈力栗","哈力栗"
"651","ハリボーグ","quilladin","igastarnish","boguérisse","도치보구","胖胖哈力","胖胖哈力"
"652","ブリガロン","chesnaught","brigaron","blindépique","브리가론","布里卡隆","布里卡隆"
"653","フォッコ","fennekin","fynx","feunnec","푸호꼬","火狐狸","火狐狸"
"654","テールナー","braixen","rutena","roussil","테르나","长尾火狐","長尾火狐"
"655","マフォクシー","delphox","fennexis","goupelin","마폭시","妖火红狐","妖火紅狐"
"656","ケロマツ","froakie","froxy","grenousse","개구마르","呱呱泡蛙","呱呱泡蛙"
"657","ゲコガシラ","frogadier","amphizel","croâporal","개굴반장","呱头蛙","呱頭蛙"
"658","ゲッコウガ","greninja","quajutsu","amphinobi","개굴닌자","甲贺忍蛙","甲賀忍蛙"
"659","ホルビー","bunnelby","sapereau","sapereau","파르빗","掘掘兔","掘掘兔"
"660","ホルード","diggersby","grebbit","excavarenne","파르토","掘地兔","掘地兔"
"661","ヤヤコマ","fletchling","dartiri","passerouge","화살꼬빈","小箭雀","小箭雀"
"662","ヒノヤコマ","fletchinder","dartignis","braisillon","불화살빈","火箭雀","火箭雀"
"663","ファイアロー","talonflame","fiaro","flambusard","파이어로","烈箭鹰","烈箭鷹"
"664","コフキムシ","scatterbug","purmel","lépidonille","분이벌레","粉蝶虫","粉蝶蟲"
"665","コフーライ","spewpa","puponcho","pérégrain","분떠도리","粉蝶蛹","粉蝶蛹"
"666","ビビヨン","vivillon","vivillon","prismillon","비비용","彩粉蝶","彩粉蝶"
"667","シシコ","litleo","leufeo","hélionceau","레오꼬","小狮狮","小獅獅"
"668","カエンジシ","pyroar","pyroleo","némélios","화염레오","火炎狮","火炎獅"
"669","フラベベ","flabébé","flabébé","flabébé","플라베베","花蓓蓓","花蓓蓓"
"670","フラエッテ","floette","floette","floette","플라엣테","花叶蒂","花葉蒂"
"671","フラージェス","florges","florges","florges","플라제스","花洁夫人","花潔夫人"
"672","メェークル","skiddo","mähikel","cabriolaine","메이클","坐骑小羊","坐騎小羊"
"673","ゴーゴート","gogoat","chevrumm","chevroum","고고트","坐骑山羊","坐騎山羊"
"674","ヤンチャム","pancham","pam-pam","pandespiègle","판짱","顽皮熊猫","頑皮熊貓"
"675","ゴロンダ","pangoro","pandagro","pandarbare","부란다","霸道熊猫","流氓熊貓"
"676","トリミアン","furfrou","coiffwaff","couafarel","트리미앙","多丽米亚","多麗米亞"
"677","ニャスパー","espurr","psiau","psystigri","냐스퍼","妙喵","妙喵"
"678","ニャオニクス","meowstic","psiaugon","mistigrix","냐오닉스","超能妙喵","超能妙喵"
"679","ヒトツキ","honedge","gramokles","monorpale","단칼빙","独剑鞘","獨劍鞘"
"680","ニダンギル","doublade","duokles","dimoclès","쌍검킬","双剑鞘","雙劍鞘"
"681","ギルガルド","aegislash","durengard","exagide","킬가르도","坚盾剑怪","堅盾劍怪"
"682","シュシュプ","spritzee","parfi","fluvetin","슈쁘","粉香香","粉香香"
"683","フレフワン","aromatisse","parfinesse","cocotine","프레프티르","芳香精","芳香精"
"684","ペロッパフ","swirlix","flauschling","sucroquin","나룸퍼프","绵绵泡芙","綿綿泡芙"
"685","ペロリーム","slurpuff","sabbaione","cupcanaille","나루림","胖甜妮","胖甜妮"
"686","マーイーカ","inkay","iscalar","sepiatop","오케이징","好啦鱿","好啦魷"
"687","カラマネロ","malamar","calamanero","sepiatroce","칼라마네로","乌贼王","烏賊王"
"688","カメテテ","binacle","bithora","opermine","거북손손","龟脚脚","龜腳腳"
"689","ガメノデス","barbaracle","thanathora","golgopathe","거북손데스","龟足巨铠","龜足巨鎧"
"690","クズモー","skrelp","algitt","venalgue","수레기","垃垃藻","垃垃藻"
"691","ドラミドロ","dragalge","tandrak","kravarech","드래캄","毒藻龙","毒藻龍"
"692","ウデッポウ","clauncher","scampisto","flingouste","완철포","铁臂枪虾","鐵臂槍蝦"
"693","ブロスター","clawitzer","wummer","gamblast","블로스터","钢炮臂虾","鋼炮臂蝦"
"694","エリキテル","helioptile","eguana","galvaran","목도리키텔","伞电蜥","傘電蜥"
"695","エレザード","heliolisk","elezard","iguolta","일레도리자드","光电伞蜥","光電傘蜥"
"696","チゴラス","tyrunt","balgoras","ptyranidur","티고라스","宝宝暴龙","寶寶暴龍"
"697","ガチゴラス","tyrantrum","monargoras","rexillius","견고라스","怪颚龙","怪顎龍"
"698","アマルス","amaura","amarino","amagara","아마루스","冰雪龙","冰雪龍"
"699","アマルルガ","aurorus","amagarga","dragmara","아마루르가","冰雪巨龙","冰雪巨龍"
"700","ニンフィア","sylveon","feelinara","nymphali","님피아","仙子伊布","仙子伊布"
"701","ルチャブル","hawlucha","resladero","brutalibré","루차불","摔角鹰人","摔角鷹人"
"702","デデンネ","dedenne","dedenne","dedenne","데덴네","咚咚鼠","咚咚鼠"
"703","メレシー","carbink","rocara","strassie","멜리시","小碎钻","小碎鑽"
"704","ヌメラ","goomy","viscora","mucuscule","미끄메라","黏黏宝","黏黏寶"
"705","ヌメイル","sliggoo","viscargot","colimucus","미끄네일","黏美儿","黏美兒"
"706","ヌメルゴン","goodra","viscogon","muplodocus","미끄래곤","黏美龙","黏美龍"
"707","クレッフィ","klefki","clavion","trousselin","클레피","钥圈儿","鑰圈兒"
"708","ボクレー","phantump","paragoni","brocélôme","나목령","小木灵","小木靈"
"709","オーロット","trevenant","trombork","desséliande","대로트","朽木妖","朽木妖"
"710","バケッチャ","pumpkaboo","irrbis","pitrouille","호바귀","南瓜精","南瓜精"
"711","パンプジン","gourgeist","pumpdjinn","banshitrouye","펌킨인","南瓜怪人","南瓜怪人"
"712","カチコール","bergmite","arktip","grelaçon","꽁어름","冰宝","冰寶"
"713","クレベース","avalugg","arktilas","séracrawl","크레베이스","冰岩怪","冰岩怪"
"714","オンバット","noibat","ef-em","sonistrelle","음뱃","嗡蝠","嗡蝠"
"715","オンバーン","noivern","uhafnir","bruyverne","음번","音波龙","音波龍"
"716","ゼルネアス","xerneas","xerneas","xerneas","제르네아스","哲尔尼亚斯","哲爾尼亞斯"
"717","イベルタル","yveltal","yveltal","yveltal","이벨타르","伊裴尔塔尔","伊裴爾塔爾"
"718","ジガルデ","zygarde","zygarde","zygarde","지가르데","基格尔德","基格爾德"
"719","ディアンシー","diancie","diancie","diancie","디안시","蒂安希","蒂安希"
"720","フーパ","hoopa","hoopa","hoopa","후파","胡帕","胡帕"
"721","ボルケニオン","volcanion","volcanion","volcanion","볼케니온","波尔凯尼恩","波爾凱尼恩"
"722","モクロー","rowlet","bauz","brindibou","나몰빼미","木木枭","木木梟"
"723","フクスロー","dartrix","arboretoss","efflèche","빼미스로우","投羽枭","投羽梟"
"724","ジュナイパー","decidueye","silvarro","archéduc","모크나이퍼","狙射树枭","狙射樹梟"
"725","ニャビー","litten","flamiau","flamiaou","냐오불","火斑喵","火斑喵"
"726","ニャヒート","torracat","miezunder","matoufeu","냐오히트","炎热喵","炎熱喵"
"727","ガオガエン","incineroar","fuegro","félinferno","어흥염","炽焰咆哮虎","熾焰咆哮虎"
"728","アシマリ","popplio","robball","otaquin","누리공","球球海狮","球球海獅"
"729","オシャマリ","brionne","marikeck","otarlette","키요공","花漾海狮","花漾海獅"
"730","アシレーヌ","primarina","primarene","oratoria","누리레느","西狮海壬","西獅海壬"
"731","ツツケラ","pikipek","peppeck","picassaut","콕코구리","小笃儿","小篤兒"
"732","ケララッパ","trumbeak","trompeck","piclairon","크라파","喇叭啄鸟","喇叭啄鳥"
"733","ドデカバシ","toucannon","tukanon","bazoucan","왕큰부리","铳嘴大鸟","銃嘴大鳥"
"734","ヤングース","yungoos","mangunior","manglouton","영구스","猫鼬少","貓鼬少"
"735","デカグース","gumshoos","manguspektor","argouste","형사구스","猫鼬探长","貓鼬探長"
"736","アゴジムシ","grubbin","mabula","larvibule","턱지충이","强颚鸡母虫","強顎雞母蟲"
"737","デンヂムシ","charjabug","akkup","chrysapile","전지충이","虫电宝","蟲電寶"
"738","クワガノン","vikavolt","donarion","lucanon","투구뿌논","锹农炮虫","鍬農炮蟲"
"739","マケンカニ","crabrawler","krabbox","crabagarre","오기지게","好胜蟹","好勝蟹"
"740","ケケンカニ","crabominable","krawell","crabominable","모단단게","好胜毛蟹","好勝毛蟹"
"741","オドリドリ","oricorio","choreogel","plumeline","춤추새","花舞鸟","花舞鳥"
"742","アブリー","cutiefly","wommel","bombydou","에블리","萌虻","萌虻"
"743","アブリボン","ribombee","bandelby","rubombelle","에리본","蝶结萌虻","蝶結萌虻"
"744","イワンコ","rockruff","wuffels","rocabot","암멍이","岩狗狗","岩狗狗"
"745","ルガルガン","lycanroc","wolwerock","lougaroc","루가루암","鬃岩狼人","鬃岩狼人"
"746","ヨワシ","wishiwashi","lusardin","froussardine","약어리","弱丁鱼","弱丁魚"
"747","ヒドイデ","mareanie","garstella","vorastérie","시마사리","好坏星","好壞星"
"748","ドヒドイデ","toxapex","aggrostella","prédastérie","더시마사리","超坏星","超壞星"
"749","ドロバンコ","mudbray","pampuli","tiboudet","머드나기","泥驴仔","泥驢仔"
"750","バンバドロ","mudsdale","pampross","bourrinos","만마드","重泥挽马","重泥挽馬"
"751","シズクモ","dewpider","araqua","araqua","물거미","滴蛛","滴蛛"
"752","オニシズクモ","araquanid","aranestro","tarenbulle","깨비물거미","滴蛛霸","滴蛛霸"
"753","カリキリ","fomantis","imantis","mimantis","짜랑랑","伪螳草","偽螳草"
"754","ラランテス","lurantis","mantidea","floramantis","라란티스","兰螳花","蘭螳花"
"755","ネマシュ","morelull","bubungus","spododo","자마슈","睡睡菇","睡睡菇"
"756","マシェード","shiinotic","lamellux","lampignon","마셰이드","灯罩夜菇","燈罩夜菇"
"757","ヤトウモリ","salandit","molunk","tritox","야도뇽","夜盗火蜥","夜盜火蜥"
"758","エンニュート","salazzle","amfira","malamandre","염뉴트","焰后蜥","焰后蜥"
"759","ヌイコグマ","stufful","velursi","nounourson","포곰곰","童偶熊","童偶熊"
"760","キテルグマ","bewear","kosturso","chelours","이븐곰","穿着熊","穿著熊"
"761","アマカジ","bounsweet","frubberl","croquine","달콤아","甜竹竹","甜竹竹"
"762","アママイコ","steenee","frubaila","candine","달무리나","甜舞妮","甜舞妮"
"763","アマージョ","tsareena","fruyal","sucreine","달코퀸","甜冷美后","甜冷美后"
"764","キュワワー","comfey","curelei","guérilande","큐아링","花疗环环","花療環環"
"765","ヤレユータン","oranguru","kommandutan","gouroutan","하랑우탄","智挥猩","智揮猩"
"766","ナゲツケサル","passimian","quartermak","quartermac","내던숭이","投掷猴","投擲猴"
"767","コソクムシ","wimpod","reißlaus","sovkipou","꼬시레","胆小虫","膽小蟲"
"768","グソクムシャ","golisopod","tectass","sarmuraï","갑주무사","具甲武者","具甲武者"
"769","スナバァ","sandygast","sankabuh","bacabouh","모래꿍","沙丘娃","沙丘娃"
"770","シロデスナ","palossand","colossand","trépassable","모래성이당","噬沙堡爷","噬沙堡爺"
"771","ナマコブシ","pyukumuku","gufa","concombaffe","해무기","拳海参","拳海參"
"772","タイプ:ヌル","type-null","typ:null","type:0","타입:널","属性：空","屬性：空"
"773","シルヴァディ","silvally","amigento","silvallié","실버디","银伴战兽","銀伴戰獸"
"774","メテノ","minior","meteno","météno","메테노","小陨星","小隕星"
"775","ネッコアラ","komala","koalelu","dodoala","자말라","树枕尾熊","樹枕尾熊"
"776","バクガメス","turtonator","tortunator","boumata","폭거북스","爆焰龟兽","爆焰龜獸"
"777","トゲデマル","togedemaru","togedemaru","togedemaru","토게데마루","托戈德玛尔","托戈德瑪爾"
"778","ミミッキュ","mimikyu","mimigma","mimiqui","따라큐","谜拟丘","謎擬ｑ"
"779","ハギギシリ","bruxish","knirfish","denticrisse","치갈기","磨牙彩皮鱼","磨牙彩皮魚"
"780","ジジーロン","drampa","sen-long","draïeul","할비롱","老翁龙","老翁龍"
"781","ダダリン","dhelmise","moruda","sinistrail","타타륜","破破舵轮","破破舵輪"
"782","ジャラコ","jangmo-o","miniras","bébécaille","짜랑꼬","心鳞宝","心鱗寶"
"783","ジャランゴ","hakamo-o","mediras","écaïd","짜랑고우","鳞甲龙","鱗甲龍"
"784","ジャラランガ","kommo-o","grandiras","ékaïser","짜랑고우거","杖尾鳞甲龙","杖尾鱗甲龍"
"785","カプ・コケコ","tapu koko","kapu-riki","tokorico","카푸꼬꼬꼭","卡璞・鸣鸣","卡璞・鳴鳴"
"786","カプ・テテフ","tapu lele","kapu-fala","tokopiyon","카푸나비나","卡璞・蝶蝶","卡璞・蝶蝶"
"787","カプ・ブルル","tapu bulu","kapu-toro","tokotoro","카푸브루루","卡璞・哞哞","卡璞・哞哞"
"788","カプ・レヒレ","tapu fini","kapu-kime","tokopisco","카푸느지느","卡璞・鳍鳍","卡璞・鰭鰭"
"789","コスモッグ","cosmog","cosmog","cosmog","코스모그","科斯莫古","科斯莫古"
"790","コスモウム","cosmoem","cosmovum","cosmovum","코스모움","科斯莫姆","科斯莫姆"
"791","ソルガレオ","solgaleo","solgaleo","solgaleo","솔가레오","索尔迦雷欧","索爾迦雷歐"
"792","ルナアーラ","lunala","lunala","lunala","루나아라","露奈雅拉","露奈雅拉"
"793","ウツロイド","nihilego","anego","zéroïd","텅비드","虚吾伊德","虛吾伊德"
"794","マッシブーン","buzzwole","masskito","mouscoto","매시붕","爆肌蚊","爆肌蚊"
"795","フェローチェ","pheromosa","schabelle","cancrelove","페로코체","费洛美螂","費洛美螂"
"796","デンジュモク","xurkitree","voltriant","câblifère","전수목","电束木","電束木"
"797","テッカグヤ","celesteela","kaguron","bamboiselle","철화구야","铁火辉夜","鐵火輝夜"
"798","カミツルギ","kartana","katagami","katagami","종이신도","纸御剑","紙御劍"
"799","アクジキング","guzzlord","schlingking","engloutyran","악식킹","恶食大王","惡食大王"
"800","ネクロズマ","necrozma","necrozma","necrozma","네크로즈마","奈克洛兹玛","奈克洛茲瑪"
"801","マギアナ","magearna","magearna","magearna","마기아나","玛机雅娜","瑪機雅娜"
"802","マーシャドー","marshadow","marshadow","marshadow","마샤도","玛夏多","瑪夏多"
"803","ベベノム","poipole","venicro","vémini","베베놈","毒贝比","毒貝比"
"804","アーゴヨン","naganadel","agoyon","mandrillon","아고용","四颚针龙","四顎針龍"
"805","ツンデツンデ","stakataka","muramura","ama-ama","차곡차곡","垒磊石","壘磊石"
"806","ズガドーン","blacephalon","kopplosio","pierroteknik","두파팡","砰头小丑","砰頭小丑"
"807","ゼラオラ","zeraora","zeraora","zeraora","제라오라","捷拉奥拉","捷拉奧拉"
"808","メルタン","meltan","meltan","meltan","멜탄","美录坦","美錄坦"
"809","メルメタル","melmetal","melmetal","melmetal","멜메탈","美录梅塔","美錄梅塔"
"810","サルノリ","grookey","chimpep","ouistempo","흥나숭","敲音猴","敲音猴"
"811","バチンキー","thwackey","chimstix","badabouin","채키몽","啪咚猴","啪咚猴"
"812","ゴリランダー","rillaboom","gortrom","gorythmic","고릴타","轰擂金刚猩","轟擂金剛猩"
"813","ヒバニー","scorbunny","hopplo","flambino","염버니","炎兔儿","炎兔兒"
"814","ラビフット","raboot","kickerlo","lapyro","래비풋","腾蹴小将","騰蹴小將"
"815","エースバーン","cinderace","liberlo","pyrobut","에이스번","闪焰王牌","閃焰王牌"
"816","メッソン","sobble","memmeon","larméléon","울머기","泪眼蜥","淚眼蜥"
"817","ジメレオン","drizzile","phlegleon","arrozard","누겔레온","变涩蜥","變澀蜥"
"818","インテレオン","inteleon","intelleon","lézargus","인텔리레온","千面避役","千面避役"
"819","ホシガリス","skwovet","raffel","rongourmand","탐리스","贪心栗鼠","貪心栗鼠"
"820","ヨクバリス","greedent","schlaraffel","rongrigou","요씽리스","藏饱栗鼠","藏飽栗鼠"
"821","ココガラ","rookidee","meikro","minisange","파라꼬","稚山雀","稚山雀"
"822","アオガラス","corvisquire","kranoviz","bleuseille","파크로우","蓝鸦","藍鴉"
"823","アーマーガア","corviknight","krarmor","corvaillus","아머까오","钢铠鸦","鋼鎧鴉"
"824","サッチムシ","blipbug","sensect","larvadar","두루지벌레","索侦虫","索偵蟲"
"825","レドームシ","dottler","keradar","coléodôme","레돔벌레","天罩虫","天罩蟲"
"826","イオルブ","orbeetle","maritellit","astronelle","이올브","以欧路普","以歐路普"
"827","クスネ","nickit","kleptifux","goupilou","훔처우","狡小狐","偷兒狐"
"828","フォクスライ","thievul","gaunux","roublenard","폭슬라이","猾大狐","狐大盜"
"829","ヒメンカ","gossifleur","cottini","tournicoton","꼬모카","幼棉棉","幼棉棉"
"830","ワタシラガ","eldegoss","cottomi","blancoton","백솜모카","白蓬蓬","白蓬蓬"
"831","ウールー","wooloo","wolly","moumouton","우르","毛辫羊","毛辮羊"
"832","バイウールー","dubwool","zwollock","moumouflon","배우르","毛毛角羊","毛毛角羊"
"833","カムカメ","chewtle","kamehaps","khélocrok","깨물부기","咬咬龟","咬咬龜"
"834","カジリガメ","drednaw","kamalm","torgamord","갈가부기","暴噬龟","暴噬龜"
"835","ワンパチ","yamper","voldi","voltoutou","멍파치","来电汪","來電汪"
"836","パルスワン","boltund","bellektro","fulgudog","펄스멍","逐电犬","逐電犬"
"837","タンドン","rolycoly","klonkett","charbi","탄동","小炭仔","小炭仔"
"838","トロッゴン","carkol","wagong","wagomine","탄차곤","大炭车","大炭車"
"839","セキタンザン","coalossal","montecarbo","monthracite","석탄산","巨炭山","巨炭山"
"840","カジッチュ","applin","knapfel","verpom","과사삭벌레","啃果虫","啃果蟲"
"841","アップリュー","flapple","drapfel","pomdrapi","애프룡","苹裹龙","蘋裹龍"
"842","タルップル","appletun","schlapfel","dratatin","단지래플","丰蜜龙","豐蜜龍"
"843","スナヘビ","silicobra","salanga","dunaja","모래뱀","沙包蛇","沙包蛇"
"844","サダイジャ","sandaconda","sanaconda","dunaconda","사다이사","沙螺蟒","沙螺蟒"
"845","ウッウ","cramorant","urgl","nigosier","윽우지","古月鸟","古月鳥"
"846","サシカマス","arrokuda","pikuda","embrochet","찌로꼬치","刺梭鱼","刺梭魚"
"847","カマスジョー","barraskewda","barrakiefa","hastacuda","꼬치조","戽斗尖梭","戽斗尖梭"
"848","エレズン","toxel","toxel","toxizap","일레즌","电音婴","毒電嬰"
"849","ストリンダー","toxtricity","riffex","salarsen","스트린더","颤弦蝾螈","顫弦蠑螈"
"850","ヤクデ","sizzlipede","thermopod","grillepattes","태우지네","烧火蚣","燒火蚣"
"851","マルヤクデ","centiskorch","infernopod","scolocendre","다태우지네","焚焰蚣","焚焰蚣"
"852","タタッコ","clobbopus","klopptopus","poulpaf","때때무노","拳拳蛸","拳拳蛸"
"853","オトスパス","grapploct","kaocto","krakos","케오퍼스","八爪武师","八爪武師"
"854","ヤバチャ","sinistea","fatalitee","théffroi","데인차","来悲茶","來悲茶"
"855","ポットデス","polteageist","mortipot","polthégeist","포트데스","怖思壶","怖思壺"
"856","ミブリム","hatenna","brimova","bibichut","몸지브림","迷布莉姆","迷布莉姆"
"857","テブリム","hattrem","brimano","chapotus","손지브림","提布莉姆","提布莉姆"
"858","ブリムオン","hatterene","silembrim","sorcilence","브리무음","布莉姆温","布莉姆溫"
"859","ベロバー","impidimp","bähmon","grimalin","메롱꿍","捣蛋小妖","搗蛋小妖"
"860","ギモー","morgrem","pelzebub","fourbelin","쏘겨모","诈唬魔","詐唬魔"
"861","オーロンゲ","grimmsnarl","olangaar","angoliath","오롱털","长毛巨魔","長毛巨魔"
"862","タチフサグマ","obstagoon","barrikadax","ixon","가로막구리","堵拦熊","堵攔熊"
"863","ニャイキング","perrserker","mauzinger","berserkatt","나이킹","喵头目","喵頭目"
"864","サニゴーン","cursola","gorgasonn","corayôme","산호르곤","魔灵珊瑚","魔靈珊瑚"
"865","ネギガナイト","sirfetch'd","lauchzelot","palarticho","창파나이트","葱游兵","蔥遊兵"
"866","バリコオル","mr. rime","pantifrost","m. glaquette","마임꽁꽁","踏冰人偶","踏冰人偶"
"867","デスバーン","runerigus","oghnatoll","tutétékri","데스판","迭失板","死神板"
"868","マホミル","milcery","hokumil","crèmy","마빌크","小仙奶","小仙奶"
"869","マホイップ","alcremie","pokusan","charmilly","마휘핑","霜奶仙","霜奶仙"
"870","タイレーツ","falinks","legios","hexadron","대여르","列阵兵","列陣兵"
"871","バチンウニ","pincurchin","britzigel","wattapik","찌르성게","啪嚓海胆","啪嚓海膽"
"872","ユキハミ","snom","snomnom","frissonille","누니머기","雪吞虫","雪吞蟲"
"873","モスノウ","frosmoth","mottineva","beldeneige","모스노우","雪绒蛾","雪絨蛾"
"874","イシヘンジン","stonjourner","humanolith","dolman","돌헨진","巨石丁","巨石丁"
"875","コオリッポ","eiscue","kubuin","bekaglaçon","빙큐보","冰砌鹅","冰砌鵝"
"876","イエッサン","indeedee","servol","wimessir","에써르","爱管侍","愛管侍"
"877","モルペコ","morpeko","morpeko","morpeko","모르페코","莫鲁贝可","莫魯貝可"
"878","ゾウドウ","cufant","kupfanti","charibari","끼리동","铜象","銅象"
"879","ダイオウドウ","copperajah","patinaraja","pachyradjah","대왕끼리동","大王铜象","大王銅象"
"880","パッチラゴン","dracozolt","lectragon","galvagon","파치래곤","雷鸟龙","雷鳥龍"
"881","パッチルドン","arctozolt","lecryodon","galvagla","파치르돈","雷鸟海兽","雷鳥海獸"
"882","ウオノラゴン","dracovish","pescragon","hydragon","어래곤","鳃鱼龙","鰓魚龍"
"883","ウオチルドン","arctovish","pescryodon","hydragla","어치르돈","鳃鱼海兽","鰓魚海獸"
"884","ジュラルドン","duraludon","duraludon","duralugon","두랄루돈","铝钢龙","鋁鋼龍"
"885","ドラメシヤ","dreepy","grolldra","fantyrm","드라꼰","多龙梅西亚","多龍梅西亞"
"886","ドロンチ","drakloak","phandra","dispareptil","드래런치","多龙奇","多龍奇"
"887","ドラパルト","dragapult","katapuldra","lanssorien","드래펄트","多龙巴鲁托","多龍巴魯托"
"888","ザシアン","zacian","zacian","zacian","자시안","苍响","蒼響"
"889","ザマゼンタ","zamazenta","zamazenta","zamazenta","자마젠타","藏玛然特","藏瑪然特"
"890","ムゲンダイナ","eternatus","endynalos","éthernatos","무한다이노","无极汰那","無極汰那"
"891","ダクマ","kubfu","dakuma","wushours","치고마","熊徒弟","熊徒弟"
"892","ウーラオス","urshifu","wulaosu","shifours","우라오스","武道熊师","武道熊師"
"893","ザルード","zarude","zarude","zarude","자루도","萨戮德","薩戮德"
"894","レジエレキ","regieleki","regieleki","regieleki","레지에레키","雷吉艾勒奇","雷吉艾勒奇"
"895","レジドラゴ","regidrago","regidrago","regidrago","레지드래고","雷吉铎拉戈","雷吉鐸拉戈"
"896","ブリザポス","glastrier","polaross","blizzeval","블리자포스","雪暴马","雪暴馬"
"897","レイスポス","spectrier","phantoross","spectreval","레이스포스","灵幽马","靈幽馬"
"898","バドレックス","calyrex","coronospa","sylveroy","버드렉스","蕾冠王","蕾冠王"
"899","アヤシシ","wyrdeer","damythir","cerbyllin","신비록","诡角鹿","詭角鹿"
"900","バサギリ","kleavor","axantor","hachécateur","사마자르","劈斧螳螂","劈斧螳螂"
"901","ガチグマ","ursaluna","ursaluna","ursaking","다투곰","月月熊","月月熊"
"902","イダイトウ","basculegion","salmagnis","paragruel","대쓰여너","幽尾玄鱼","幽尾玄魚"
"903","オオニューラ","sneasler","snieboss","farfurex","포푸니크","大狃拉","大狃拉"
"904","ハリーマン","overqwil","myriador","qwilpik","장침바루","万针鱼","萬針魚"
"905","ラブトロス","enamorus","cupidos","amovénus","러브로스","眷恋云","眷戀雲"
"906","ニャオハ","sprigatito","felori","poussacha","나오하","新叶喵","新葉喵"
"907","ニャローテ","floragato","feliospa","matourgeon","나로테","蒂蕾喵","蒂蕾喵"
"908","マスカーニャ","meowscarada","maskagato","miascarade","마스카나","魔幻假面喵","魔幻假面喵"
"909","ホゲータ","fuecoco","krokel","chochodile","뜨아거","呆火鳄","呆火鱷"
"910","アチゲータ","crocalor","lokroko","crocogril","악뜨거","炙烫鳄","炙燙鱷"
"911","ラウドボーン","skeledirge","skelokrok","flâmigator","라우드본","骨纹惊声鳄","骨紋驚聲鱷"
"912","クワッス","quaxly","kwaks","coiffeton","꾸왁스","润水鸭","潤水鴨"
"913","ウェルカモ","quaxwell","fuentente","canarbello","아꾸왁","涌跃鸭","湧躍鴨"
"914","ウェーニバル","quaquaval","bailonda","palmaval","웨이니발","狂欢浪舞鸭","狂歡浪舞鴨"
"915","グルトン","lechonk","ferkuli","gourmelet","맛보돈","爱吃豚","愛吃豚"
"916","パフュートン","oinkologne","fragrunz","fragroin","퍼퓨돈","飘香豚","飄香豚"
"917","タマンチュラ","tarountula","tarundel","tissenboule","타랜툴라","团珠蛛","團珠蛛"
"918","ワナイダー","spidops","spinsidias","filentrappe","트래피더","操陷蛛","操陷蛛"
"919","マメバッタ","nymble","micrick","lilliterelle","콩알뚜기","豆蟋蟀","豆蟋蟀"
"920","エクスレッグ","lokix","lextremo","gambex","엑스레그","烈腿蝗","烈腿蝗"
"921","パモ","pawmi","pamo","pohm","빠모","布拨","布撥"
"922","パモット","pawmo","pamamo","pohmotte","빠모트","布土拨","布土撥"
"923","パーモット","pawmot","pamomamo","pohmarmotte","빠르모트","巴布土拨","巴布土撥"
"924","ワッカネズミ","tandemaus","zwieps","compagnol","두리쥐","一对鼠","一對鼠"
"925","イッカネズミ","maushold","famieps","famignol","파밀리쥐","一家鼠","一家鼠"
"926","パピモッチ","fidough","hefel","pâtachiot","쫀도기","狗仔包","狗仔包"
"927","バウッツェル","dachsbun","backel","briochien","바우첼","麻花犬","麻花犬"
"928","ミニーブ","smoliv","olini","olivini","미니브","迷你芙","迷你芙"
"929","オリーニョ","dolliv","olivinio","olivado","올리뇨","奥利纽","奧利紐"
"930","オリーヴァ","arboliva","olithena","arboliva","올리르바","奥利瓦","奧利瓦"
"931","イキリンコ","squawkabilly","krawalloro","tapatoès","시비꼬","怒鹦哥","怒鸚哥"
"932","コジオ","nacli","geosali","selutin","베베솔트","盐石宝","鹽石寶"
"933","ジオヅム","naclstack","sedisal","amassel","스태솔트","盐石垒","鹽石壘"
"934","キョジオーン","garganacl","saltigant","gigansel","콜로솔트","盐石巨灵","鹽石巨靈"
"935","カルボウ","charcadet","knarbon","charbambin","카르본","炭小侍","炭小侍"
"936","グレンアルマ","armarouge","crimanzo","carmadura","카디나르마","红莲铠骑","紅蓮鎧騎"
"937","ソウブレイズ","ceruledge","azugladis","malvalame","파라블레이즈","苍炎刃鬼","蒼炎刃鬼"
"938","ズピカ","tadbulb","blipp","têtampoule","빈나두","光蚪仔","光蚪仔"
"939","ハラバリー","bellibolt","wampitz","ampibidou","찌리배리","电肚蛙","電肚蛙"
"940","カイデン","wattrel","voltrel","zapétrel","찌리비","电海燕","電海燕"
